Country,Customer_ID,Description,Invoice_Date,Item_Code,Invoice_ID,No_of_Rows,Unit_Price,Quantity,Sales_Amount
Poland,12779,3 HOOK PHOTO SHELF ANTIQUE WHITE,17-01-2011,22171,541267,1,8.5,2,17.0
United Kingdom,13699,DOORMAT AIRMAIL,7/7/2011,22366,559340,1,7.95,2,15.9
United Kingdom,16600,RED  EGG  SPOON,31-03-2011,21402,548546,1,0.12,24,2.88
United Kingdom,15053,LUNCH BOX WITH CUTLERY FAIRY CAKES,3/3/2011,22353,545514,1,2.55,2,5.1
United Kingdom,16225,I'M ON HOLIDAY METAL SIGN,13-07-2011,21907,559898,1,2.1,3,6.3
United Kingdom,16771,KENSINGTON COFFEE SET,2/2/2011,20748,543022,1,12.75,2,25.5
United Kingdom,16496,HANGING METAL STAR LANTERN,16-05-2011,22465,553228,1,1.65,12,19.8
United Kingdom,16928,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,14-07-2011,22805,560026,1,1.25,5,6.25
United Kingdom,14719,PAPER CHAIN KIT RETROSPOT,4/4/2011,22083,548867,1,2.95,3,8.85
United Kingdom,13124,SPACEBOY LUNCH BOX,1/4/2011,22629,548666,1,1.95,6,11.7
United Kingdom,15311,MONEY BOX FIRST ADE DESIGN,15-07-2011,22407,560203,1,1.25,1,1.25
United Kingdom,14040,BLACK BIRD GARDEN DESIGN MUG,30-01-2011,85160B,542595,1,1.25,6,7.5
United Kingdom,14731,JUNGLE POPSICLES ICE LOLLY MOULDS,11/5/2011,84828,552823,1,1.25,3,3.75
United Kingdom,15854,EDWARDIAN PARASOL BLACK,22-07-2011,15056BL,560988,1,5.95,24,142.8
United Kingdom,15457,YOU'RE CONFUSING ME METAL SIGN,22-03-2011,21169,547382,1,1.69,2,3.38
United Kingdom,13571,JUMBO BAG WOODLAND ANIMALS,31-03-2011,20712,548484,1,2.08,2,4.16
United Kingdom,15358,PICNIC BASKET WICKER LARGE,12/4/2011,22501,549847,1,9.95,2,19.9
United Kingdom,16729,RED RETROSPOT PICNIC BAG,6/5/2011,21936,552065,1,2.95,2,5.9
United Kingdom,16960,BISCUITS SMALL BOWL LIGHT BLUE,1/4/2011,84596L,548621,1,0.42,4,1.68
United Kingdom,13230,JUMBO BAG TOYS,7/4/2011,20711,549294,1,2.08,2,4.16
Switzerland,12451,RED TOADSTOOL LED NIGHT LIGHT,5/5/2011,21731,552013,1,1.65,12,19.8
United Kingdom,15039,MOROCCAN BEATEN METAL MIRROR,16-02-2011,21332,544112,1,12.75,1,12.75
United Kingdom,17059,FANNY'S REST STOPMETAL SIGN,24-03-2011,82599,547650,1,2.1,1,2.1
United Kingdom,15498,PINK HEARTS LIGHT CHAIN,24-01-2011,85180B,541950,1,4.65,6,27.9
EIRE,14911,TRAVEL CARD WALLET FLOWER MEADOW,25-03-2011,23006,547789,1,0.42,24,10.08
United Kingdom,15643,GUMBALL COAT RACK,2/3/2011,22467,545423,1,2.55,6,15.3
United Kingdom,17735,FELTCRAFT 6 FLOWER FRIENDS,7/4/2011,22149,549281,1,2.1,6,12.6
United Kingdom,16838,COLOUR GLASS. STAR T-LIGHT HOLDER,26-05-2011,71477,554809,1,3.25,4,13.0
United Kingdom,16409,GREEN POLKADOT BOWL,11/4/2011,20674,549734,1,1.25,4,5.0
United Kingdom,17841,PINK POLKADOT GARDEN PARASOL,27-04-2011,15058B,551250,1,7.95,1,7.95
United Kingdom,17811,FIRST AID TIN,2/2/2011,21260,542929,1,3.25,1,3.25
Netherlands,14646,JUMBO BAG WOODLAND ANIMALS,29-03-2011,20712,548011,1,1.65,200,330.0
United Kingdom,17841,LUNCH BAG APPLE DESIGN,6/7/2011,23206,559068,1,1.65,2,3.3
United Kingdom,15998,FELTCRAFT PRINCESS CHARLOTTE DOLL,22-03-2011,22749,547358,1,3.75,1,3.75
United Kingdom,13004,CARD PARTY GAMES,27-01-2011,22814,542370,1,0.42,12,5.04
United Kingdom,17049,SET OF 3 CAKE TINS SKETCHBOOK,9/3/2011,22721,546028,1,4.95,3,14.85
United Kingdom,18226,JUMBO BAG PINK VINTAGE PAISLEY,27-04-2011,21929,551289,1,2.08,20,41.6
United Kingdom,15529,INFLATABLE POLITICAL GLOBE,25-03-2011,10002,547729,1,0.85,6,5.1
United Kingdom,12897,SPOTTY BUNTING,19-05-2011,23298,553839,1,4.95,6,29.7
United Kingdom,16837,ROSES REGENCY TEACUP AND SAUCER,11/5/2011,22699,552730,1,2.95,6,17.7
United Kingdom,15838,12 PENCILS SMALL TUBE SKULL,10/3/2011,20974,546160,1,0.55,60,33.0
United Kingdom,17176,NATURAL SLATE CHALKBOARD LARGE,22-05-2011,22456,554092,1,4.95,3,14.85
United Kingdom,15544,RED RETROSPOT BOWL,11/2/2011,20676,543652,1,1.25,8,10.0
United Kingdom,17426,JAM MAKING SET WITH JARS,2/3/2011,22960,545447,1,4.25,6,25.5
United Kingdom,17162,GIN + TONIC DIET METAL SIGN,31-07-2011,21175,561903,1,2.55,12,30.6
United Kingdom,15004,ROSES REGENCY TEACUP AND SAUCER,15-07-2011,22699,560209,1,2.95,3,8.85
United Kingdom,13267,WOOD S/3 CABINET ANT WHITE FINISH,21-04-2011,82486,550912,1,8.95,2,17.9
United Kingdom,15358,PAPER BUNTING COLOURED LACE,5/1/2011,22088,540187,1,2.95,6,17.7
EIRE,14156,RED RETROSPOT BUTTER DISH,3/2/2011,21539,543114,1,4.95,3,14.85
United Kingdom,18116,BISCUITS SMALL BOWL LIGHT BLUE,17-02-2011,84596L,544303,1,1.25,1,1.25
Channel Islands,14442,ZINC HERB GARDEN CONTAINER,19-05-2011,23091,553831,1,6.25,3,18.75
Germany,12626,36 PENCILS TUBE WOODLAND,21-07-2011,20977,560876,1,1.25,32,40.0
Germany,12645,PLASTERS IN TIN STRONGMAN,27-01-2011,22555,542369,1,1.65,24,39.6
United Kingdom,13118,SILVER/BLACK ORBIT NECKLACE,31-03-2011,90014C,548545,1,9.95,1,9.95
United Kingdom,13985,GYMKHANA TREASURE BOOK BOX,20-03-2011,23194,547068,1,2.25,8,18.0
United Kingdom,16791,CREAM SWEETHEART EGG HOLDER,11/1/2011,22854,540839,1,4.95,2,9.9
United Kingdom,16014,FLYING PIG WATERING CAN,10/7/2011,84674,559552,1,2.95,1,2.95
Poland,12815,SET OF 6 SPICE TINS PANTRY DESIGN,25-05-2011,22722,554654,1,3.95,4,15.8
United Kingdom,14447,FELTCRAFT CUSHION BUTTERFLY,27-05-2011,22569,554948,1,3.75,4,15.0
United Kingdom,13198,WOODLAND CHARLOTTE BAG,6/7/2011,20719,559095,1,0.85,10,8.5
United Kingdom,17231,DIAMANTE BOW BROOCH RED COLOUR,8/5/2011,90082B,552318,1,6.35,2,12.7
United Kingdom,14329,JUMBO BAG STRAWBERRY,14-01-2011,85099F,541215,1,1.95,10,19.5
United Kingdom,13268,STRAWBERRY CERAMIC TRINKET BOX,30-03-2011,21232,548388,1,1.25,4,5.0
Germany,12626,BLUE OWL SOFT TOY,17-01-2011,22176,541269,1,2.95,6,17.7
United Kingdom,15529,PINK/PURPLE RETRO RADIO,9/3/2011,84086C,546108,1,2.95,2,5.9
United Kingdom,16059,SET OF 20 KIDS COOKIE CUTTERS,16-01-2011,84375,541260,1,2.1,3,6.3
United Kingdom,17450,BIRDHOUSE GARDEN MARKER,20-04-2011,22478,550710,1,1.48,360,532.8
United Kingdom,14769,MORE BUTTER METAL SIGN,20-03-2011,21905,547063,1,2.1,1,2.1
United Kingdom,13151,HAND OVER THE CHOCOLATE   SIGN,17-02-2011,85152,544286,1,2.1,12,25.2
United Kingdom,14339,PLASTERS IN TIN SKULLS,11/4/2011,22553,549596,1,1.65,12,19.8
United Kingdom,15549,PLASTERS IN TIN STRONGMAN,27-01-2011,22555,542399,1,1.65,16,26.4
United Kingdom,13930,SET OF 60 VINTAGE LEAF CAKE CASES,26-07-2011,23308,561241,1,0.55,24,13.2
United Kingdom,15827,3 TIER CAKE TIN RED AND CREAM,8/5/2011,22838,552299,1,14.95,1,14.95
United Kingdom,15752,PAPER CHAIN KIT RETROSPOT,7/3/2011,22083,545872,1,2.95,1,2.95
United Kingdom,14482,DOORMAT ENGLISH ROSE,14-04-2011,48184,550169,1,7.95,1,7.95
United Kingdom,17530,ROUND CAKE TIN VINTAGE GREEN,20-04-2011,22841,550819,1,7.95,1,7.95
United Kingdom,15114,RED  HARMONICA IN BOX,8/4/2011,21915,549309,1,1.25,12,15.0
United Kingdom,15750,SET OF 6 SPICE TINS PANTRY DESIGN,1/3/2011,22722,545334,1,3.95,1,3.95
United Kingdom,13199,SET OF 9 HEART SHAPED BALLOONS,26-05-2011,22435,554818,1,1.25,24,30.0
Germany,12613,STRAWBERRY DREAM CHILDS UMBRELLA,22-03-2011,20684,547383,1,3.25,6,19.5
United Kingdom,17368,MAGIC DRAWING SLATE BUNNIES,25-03-2011,22535,547811,1,0.42,48,20.16
United Kingdom,16458,STRAWBERRY CHARLOTTE BAG,6/5/2011,20723,552170,1,0.85,10,8.5
France,12490,PACK OF 6 BIRDY GIFT TAGS,14-01-2011,22585,541120,1,1.25,12,15.0
United Kingdom,16271,SET OF 6 SNACK LOAF BAKING CASES,20-07-2011,23294,560644,1,0.83,4,3.32
EIRE,14156,CAKE STAND VICTORIAN FILIGREE MED,17-04-2011,22183,550302,1,6.75,3,20.25
United Kingdom,14426,BREAD BIN DINER STYLE MINT,31-01-2011,22849,542628,1,14.95,4,59.8
United Kingdom,12748,PACK OF 60 SPACEBOY CAKE CASES,17-04-2011,22417,550320,1,0.55,5,2.75
United Kingdom,16494,EASTER DECORATION NATURAL CHICK,16-02-2011,22265,544160,1,0.65,26,16.9
United Kingdom,16823,PINK FLOWER CROCHET FOOD COVER,26-04-2011,21465,551158,1,3.75,3,11.25
United Kingdom,14606,PINK BLUE FELT CRAFT TRINKET BOX,19-04-2011,20971,550532,1,1.25,1,1.25
United Kingdom,15832,CERAMIC CAKE DESIGN SPOTTED PLATE,30-03-2011,37447,548358,1,1.49,12,17.88
United Kingdom,17398,CHOC TRUFFLE GOLD TRINKET POT,29-03-2011,22067,548152,1,1.65,12,19.8
United Kingdom,14961,72 SWEETHEART FAIRY CAKE CASES,15-02-2011,84992,544037,1,0.55,24,13.2
United Kingdom,16029,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,17-05-2011,21928,553469,1,1.74,100,174.0
United Kingdom,16714,MULTI HEARTS  STICKERS,26-01-2011,21726,542231,1,0.85,6,5.1
United Kingdom,17107,DOORMAT VINTAGE LEAF,7/7/2011,23283,559357,1,6.75,20,135.0
EIRE,14911,36 DOILIES VINTAGE CHRISTMAS,28-07-2011,22950,561645,1,1.25,288,360.0
United Kingdom,17634,HAND OVER THE CHOCOLATE   SIGN,6/1/2011,85152,540288,1,2.1,2,4.2
United Kingdom,16156,GREEN VINTAGE SPOT BEAKER,7/7/2011,23288,559331,1,0.85,8,6.8
United Kingdom,13804,REGENCY SUGAR TONGS,6/7/2011,23163,559153,1,2.49,8,19.92
United Kingdom,14320,GIN + TONIC DIET METAL SIGN,11/1/2011,21175,540692,1,2.1,12,25.2
United Kingdom,15194,MAGIC DRAWING SLATE CIRCUS PARADE,31-01-2011,22531,542729,1,0.42,24,10.08
United Kingdom,13081,PAPER BUNTING WHITE LACE,6/5/2011,22087,552039,1,2.95,24,70.8
United Kingdom,15555,EMPIRE BIRTHDAY CARD,4/7/2011,22023,558906,1,0.42,12,5.04
United Kingdom,18145,DOLLCRAFT GIRL NICOLE,19-05-2011,23127,553762,1,4.95,4,19.8
Spain,12597,GREEN REGENCY TEACUP AND SAUCER,16-03-2011,22697,546760,1,2.95,6,17.7
United Kingdom,17175,PLACE SETTING WHITE HEART,21-07-2011,22151,560914,1,0.42,24,10.08
United Kingdom,15502,CIRCUS PARADE LUNCH BOX,9/3/2011,22631,546096,1,1.95,12,23.4
United Kingdom,13081,CANDLEHOLDER PINK HANGING HEART,21-03-2011,22804,547209,1,2.55,32,81.6
United Kingdom,17175,CUPBOARD 3 DRAWER MA CAMPAGNE,21-07-2011,22762,560914,1,14.95,1,14.95
United Kingdom,12921,HANGING METAL HEART LANTERN,25-02-2011,22464,545023,1,1.65,12,19.8
United Kingdom,13737,I'M ON HOLIDAY METAL SIGN,23-05-2011,21907,554326,1,2.1,2,4.2
United Kingdom,15581,FELT FARM ANIMAL SHEEP,26-04-2011,22257,551137,1,1.25,1,1.25
Germany,12477,HOME SWEET HOME METAL SIGN,14-04-2011,21164,550137,1,2.95,12,35.4
United Kingdom,16496,TRADITIONAL KNITTING NANCY,16-05-2011,22621,553228,1,1.65,12,19.8
United Kingdom,13089,SKULLS GREETING CARD,13-01-2011,21504,540994,1,0.42,12,5.04
United Kingdom,17787,PLEASE ONE PERSON METAL SIGN,8/2/2011,21181,543428,1,2.1,12,25.2
United Kingdom,16186,COLOUR GLASS T-LIGHT HOLDER HANGING,20-07-2011,84755,560724,1,0.65,32,20.8
European Community,15108,CALENDAR PAPER CUT DESIGN,21-07-2011,22904,560783,1,2.95,6,17.7
United Kingdom,15019,CLOTHES PEGS RETROSPOT PACK 24,18-03-2011,22558,546984,1,1.49,1,1.49
United Kingdom,16092,CERAMIC STRAWBERRY CAKE MONEY BANK,26-05-2011,22646,554832,1,1.45,12,17.4
United Kingdom,16241,60 CAKE CASES DOLLY GIRL DESIGN,11/5/2011,22951,552769,1,0.55,1,0.55
United Kingdom,17841,PAISLEY PATTERN  STICKERS,27-05-2011,21678,554942,1,0.85,6,5.1
United Kingdom,15861,SET/6 FRUIT SALAD PAPER CUPS,28-07-2011,21088,561600,1,0.19,6,1.14
United Kingdom,14921,SKULLS WRITING SET,22-05-2011,21327,554096,1,1.65,12,19.8
United Kingdom,17597,ENAMEL WASH BOWL CREAM,10/5/2011,22426,552563,1,2.95,16,47.2
United Kingdom,16859,T-LIGHT HOLDER SILVER HEART HANDLE,18-07-2011,23039,560366,1,1.95,6,11.7
United Kingdom,15719,OVEN MITT APPLES DESIGN,22-03-2011,22897,547359,1,1.45,1,1.45
United Kingdom,15311,BASKET OF TOADSTOOLS,5/1/2011,21439,540157,1,1.25,5,6.25
United Kingdom,13694,PINK DOG BOWL,13-01-2011,22701,540999,1,0.85,24,20.4
United Kingdom,15998,DOORMAT TOPIARY,22-03-2011,48129,547358,1,7.95,2,15.9
EIRE,14156,RED HANGING HEART T-LIGHT HOLDER,23-02-2011,21733,544690,1,2.55,32,81.6
United Kingdom,14667,CHILDRENS CUTLERY SPACEBOY,7/4/2011,23256,549238,1,4.15,2,8.3
United Kingdom,15810,PINK  POLKADOT CUP,16-02-2011,21239,544094,1,0.85,8,6.8
United Kingdom,15572,EASTER TIN KEEPSAKE,5/4/2011,22858,548952,1,1.65,4,6.6
United Kingdom,15133,FELTCRAFT BUTTERFLY HEARTS,27-03-2011,22147,547840,1,1.45,12,17.4
United Kingdom,14796,PACK OF 6 SMALL FRUIT STRAWS,25-07-2011,23120,561195,1,0.42,4,1.68
Netherlands,14646,3 HOOK HANGER MAGIC GARDEN,19-01-2011,22244,541570,1,1.65,192,316.8
United Kingdom,17071,CHARLOTTE BAG SUKI DESIGN,31-03-2011,22355,548500,1,0.85,4,3.4
Belgium,12383,DOLLY GIRL LUNCH BOX,12/1/2011,22630,540971,1,1.95,12,23.4
United Kingdom,17463,PINK 3 PIECE POLKADOT CUTLERY SET,30-01-2011,84997D,542617,1,3.75,3,11.25
United Kingdom,15039,PINK POLKADOT GARDEN PARASOL,25-05-2011,15058B,554628,1,7.95,1,7.95
United Kingdom,14976,BATHROOM SCALES RUBBER DUCKS,10/3/2011,82011B,546235,1,3.75,1,3.75
Spain,12540,BLUE HARMONICA IN BOX,25-07-2011,21914,561093,1,1.25,12,15.0
United Kingdom,17228,PACK OF 72 SKULL CAKE CASES,1/2/2011,21213,542858,1,0.55,4,2.2
United Kingdom,16378,PICTURE DOMINOES,16-02-2011,22549,544101,1,1.45,12,17.4
Germany,12710,DOLLY GIRL LUNCH BOX,22-05-2011,22630,554106,1,1.95,12,23.4
United Kingdom,16520,WOODEN HAPPY BIRTHDAY GARLAND,14-04-2011,21380,550144,1,2.95,2,5.9
United Kingdom,18093,BUNNY WOODEN PAINTED WITH BIRD,10/2/2011,22228,543594,1,0.85,12,10.2
United Kingdom,14210,RED RETROSPOT SHOPPER BAG,26-05-2011,20718,554795,1,1.25,10,12.5
Austria,12360,PINK HORSE SOCK PUPPET,23-05-2011,85185B,554132,1,2.95,6,17.7
United Kingdom,16045,RED RETROSPOT BUTTER DISH,22-02-2011,21539,544664,1,4.95,3,14.85
United Kingdom,14769,SET OF 4 NAPKIN CHARMS CUTLERY,22-05-2011,22604,554098,1,2.55,5,12.75
United Kingdom,15981,GLASS APOTHECARY BOTTLE ELIXIR,25-07-2011,23014,561097,1,3.95,4,15.8
United Kingdom,15529,TRAVEL CARD WALLET FLOWER MEADOW,25-03-2011,23006,547729,1,0.42,3,1.26
United Kingdom,13102,SPACEBOY BEAKER,29-07-2011,23346,561715,1,1.25,12,15.0
United Kingdom,18183,CREAM HEART CARD HOLDER,26-04-2011,22189,551161,1,3.95,4,15.8
United Kingdom,17585,EASTER TIN CHICKS PINK DAISY,21-03-2011,22860,547240,1,1.65,1,1.65
United Kingdom,17272,ABC TREASURE BOOK BOX,22-03-2011,23176,547350,1,2.25,4,9.0
United Kingdom,17735,CIRCUS PARADE LUNCH BOX,25-02-2011,22631,544945,1,1.95,12,23.4
Germany,12474,RECYCLED PENCIL WITH RABBIT ERASER,17-05-2011,16235,553547,1,0.21,60,12.6
United Kingdom,15615,RED RETROSPOT CHARLOTTE BAG,10/5/2011,20724,552532,1,0.85,10,8.5
United Kingdom,14606,SHOE SHINE BOX,11/4/2011,21784,549720,1,9.95,1,9.95
United Kingdom,16033,GARDENERS KNEELING PAD KEEP CALM,23-05-2011,23301,554261,1,1.65,1,1.65
United Kingdom,16769,GLASS JAR MARMALADE,24-03-2011,22363,547670,1,2.95,1,2.95
United Kingdom,16880,DOORMAT HOME SWEET HOME BLUE,10/7/2011,22690,559538,1,7.95,1,7.95
Norway,12438,CHILDRENS CUTLERY CIRCUS PARADE,22-07-2011,23255,560991,1,4.15,4,16.6
United Kingdom,18245,CARD BIRTHDAY COWBOY,12/5/2011,22714,552880,1,0.42,12,5.04
United Kingdom,17220,DELUXE SEWING KIT,6/7/2011,22654,559063,1,5.95,1,5.95
United Kingdom,15194,VICTORIAN GLASS HANGING T-LIGHT,31-01-2011,22178,542729,1,1.25,12,15.0
United Kingdom,14209,T-LIGHT HOLDER SWEETHEART HANGING,10/5/2011,22789,552536,1,1.95,8,15.6
United Kingdom,13285,REGENCY CAKESTAND 3 TIER,22-02-2011,22423,544685,1,12.75,1,12.75
United Kingdom,17449,TOILET SIGN OCCUPIED OR VACANT,1/3/2011,23182,545338,1,0.83,4,3.32
United Kingdom,14298,SAVOY ART DECO CLOCK,19-04-2011,22461,550630,1,3.95,24,94.8
United Kingdom,16769,BLACK RECORD COVER FRAME,24-03-2011,21137,547670,1,3.75,3,11.25
United Kingdom,15260,HEADS AND TAILS SPORTING FUN,20-04-2011,22548,550675,1,1.25,12,15.0
United Kingdom,16242,DOORMAT SPOTTY HOME SWEET HOME,9/5/2011,21524,552465,1,7.95,1,7.95
United Kingdom,14221,PINK FAIRY CAKE CHILDRENS APRON,4/1/2011,47591D,540094,1,1.95,2,3.9
United Kingdom,15039,ENAMEL BREAD BIN CREAM,4/5/2011,22424,551811,1,12.75,4,51.0
France,12716,SET OF 4 KNICK KNACK TINS DOILEY,29-07-2011,23240,561795,1,4.15,6,24.9
United Kingdom,12748,CHOCOLATE CALCULATOR,16-01-2011,21832,541248,1,1.65,1,1.65
United Kingdom,15241,VINTAGE SNAP CARDS,31-05-2011,21790,555127,1,0.85,12,10.2
United Kingdom,14769,PLASTERS IN TIN CIRCUS PARADE,22-05-2011,22556,554098,1,1.65,2,3.3
United Kingdom,13183,FRENCH BLUE METAL DOOR SIGN 1,9/1/2011,22676,540502,1,1.25,10,12.5
United Kingdom,17375,SMALL RED RETROSPOT WINDMILL,24-05-2011,21746,554509,1,1.25,1,1.25
United Kingdom,15437,GLITTER BUTTERFLY CLIPS,22-03-2011,20828,547367,1,2.55,1,2.55
United Kingdom,17624,PINK POLKADOT WRAP,5/5/2011,21500,552023,1,0.42,25,10.5
United Kingdom,14701,PINK METAL CHICKEN HEART,6/3/2011,84459A,545682,1,1.49,2,2.98
United Kingdom,14180,BISCUIT TIN VINTAGE GREEN,30-03-2011,22843,548319,1,6.75,2,13.5
United Kingdom,17669,JUMBO STORAGE BAG SUKI,4/4/2011,21931,548730,1,2.08,50,104.0
United Kingdom,17511,PICNIC BASKET WICKER LARGE,4/5/2011,22501,551809,1,8.5,16,136.0
France,12700,RED RETROSPOT MINI CASES,6/7/2011,20750,559134,1,7.95,2,15.9
United Kingdom,17381,ASSORTED COLOURS SILK FAN,4/2/2011,15036,543192,1,0.65,1200,780.0
United Kingdom,16033,RED METAL BEACH SPADE,6/3/2011,21718,545688,1,1.25,1,1.25
United Kingdom,18143,LUNCH BAG ALPHABET DESIGN,21-07-2011,23207,560807,1,1.65,10,16.5
United Kingdom,16242,JUMBO BAG STRAWBERRY,9/5/2011,85099F,552465,1,2.08,10,20.8
United Kingdom,13089,TREASURE ISLAND BOOK BOX,5/4/2011,23177,548992,1,2.25,8,18.0
United Kingdom,14388,JUMBO BAG ALPHABET,8/7/2011,23201,559369,1,2.08,20,41.6
United Kingdom,14897,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,16-02-2011,22771,544091,1,1.25,24,30.0
United Kingdom,14048,CARD SUKI BIRTHDAY,7/2/2011,22817,543371,1,0.42,12,5.04
United Kingdom,16045,"HOOK, 1 HANGER ,MAGIC GARDEN",22-02-2011,22245,544664,1,0.85,12,10.2
United Kingdom,15675,FRENCH STYLE STORAGE JAR BONBONS,7/7/2011,23187,559358,1,0.29,48,13.92
France,12735,CHILDS BREAKFAST SET DOLLY GIRL,28-01-2011,22635,542535,1,9.95,2,19.9
United Kingdom,16466,PARTY METAL SIGN,15-05-2011,21172,553180,1,1.45,1,1.45
United Kingdom,17613,FLORAL FOLK STATIONERY SET,29-05-2011,21993,554981,1,2.95,3,8.85
United Kingdom,17455,LUNCH BAG SUKI DESIGN,20-05-2011,22383,554008,1,1.65,10,16.5
United Kingdom,13014,CERAMIC STRAWBERRY DESIGN MUG,3/3/2011,22059,545575,1,1.49,12,17.88
Germany,12708,RED RETROSPOT CUP,14-01-2011,21238,541122,1,0.85,8,6.8
United Kingdom,16906,GLASS  BEURRE DISH,5/4/2011,21658,548983,1,3.95,1,3.95
United Kingdom,17337,PACK OF 12 SUKI TISSUES,2/2/2011,21982,543040,1,0.29,2,0.58
EIRE,14911,TRIPLE PHOTO FRAME CORNICE,18-03-2011,22767,546917,1,9.95,2,19.9
United Kingdom,18102,DOORMAT HEARTS,4/7/2011,48194,558775,1,4.58,300,1374.0
United Kingdom,16701,SET/5 RED RETROSPOT LID GLASS BOWLS,12/1/2011,20914,540906,1,2.55,32,81.6
United Kingdom,17338,PIGGY BANK RETROSPOT,21-02-2011,22637,544586,1,2.55,4,10.2
United Kingdom,13050,SET OF 4 PANTRY JELLY MOULDS,22-03-2011,22993,547377,1,1.25,12,15.0
United Kingdom,14352,PARTY BUNTING,19-04-2011,47566,550517,1,4.95,4,19.8
United Kingdom,16525,SET OF 3 CAKE TINS PANTRY DESIGN,17-02-2011,22720,544308,1,4.25,24,102.0
United Kingdom,16224,GIN AND TONIC MUG,21-07-2011,21874,560921,1,1.25,12,15.0
United Kingdom,15974,PACK OF 12 PINK PAISLEY TISSUES,24-02-2011,21984,544833,1,0.29,24,6.96
United Kingdom,16656,GARDEN METAL SIGN,4/1/2011,21911,540002,1,1.65,12,19.8
United Kingdom,14502,WHITE WOOD GARDEN PLANT LADDER,13-03-2011,22487,546423,1,9.95,1,9.95
United Kingdom,14735,SET/5 RED RETROSPOT LID GLASS BOWLS,29-07-2011,20914,561705,1,2.95,24,70.8
France,14277,ROUND CAKE TIN VINTAGE RED,11/5/2011,22840,552826,1,7.95,2,15.9
United Kingdom,17158,CREAM SWEETHEART EGG HOLDER,21-04-2011,22854,550826,1,4.95,4,19.8
United Kingdom,14583,PACK OF 60 DINOSAUR CAKE CASES,18-07-2011,21975,560385,1,0.55,2,1.1
United Kingdom,17984,SET OF 12 FAIRY CAKE BAKING CASES,17-07-2011,23293,560281,1,0.83,1,0.83
United Kingdom,14944,RED RETROSPOT WRAP,16-02-2011,21498,544159,1,0.42,50,21.0
United Kingdom,12748,ENGLISH ROSE NOTEBOOK A6 SIZE,17-04-2011,84535A,550320,1,0.65,3,1.95
Channel Islands,14930,LUNCH BAG DOLLY GIRL DESIGN,10/3/2011,22662,546252,1,1.65,10,16.5
United Kingdom,13871,WRAP ENGLISH ROSE,18-04-2011,16161P,550446,1,0.42,25,10.5
United Kingdom,16918,12 PENCILS SMALL TUBE SKULL,26-01-2011,20974,542266,1,0.65,10,6.5
United Kingdom,14030,SET 3 SONG BIRD PAPER EGGS ASSORTED,8/4/2011,22967,549425,1,2.95,1,2.95
United Kingdom,17368,MAGIC DRAWING SLATE BUNNIES,6/1/2011,22535,540273,1,0.42,48,20.16
Belgium,12362,PACK OF 20 SPACEBOY NAPKINS,28-04-2011,22613,551346,1,0.85,12,10.2
United Kingdom,14961,RED SPOT CERAMIC DRAWER KNOB,21-04-2011,21671,550968,1,1.25,12,15.0
United Kingdom,13475,HOME GARLAND PAINTED ZINC,23-03-2011,22342,547413,1,1.65,12,19.8
United Kingdom,16628,HEADS AND TAILS SPORTING FUN,5/5/2011,22548,551996,1,1.25,12,15.0
United Kingdom,15730,I CAN ONLY PLEASE ONE PERSON MUG,17-05-2011,21870,553489,1,1.25,12,15.0
United Kingdom,17634,HAND OVER THE CHOCOLATE   SIGN,7/3/2011,85152,545830,1,2.1,4,8.4
United Kingdom,15048,RECIPE BOX PANTRY YELLOW DESIGN,3/5/2011,22666,551616,1,2.95,1,2.95
United Kingdom,13358,RETROSPOT LARGE MILK JUG,16-03-2011,21533,546737,1,4.95,3,14.85
Netherlands,14646,PANTRY WASHING UP BRUSH,29-03-2011,22979,548010,1,1.25,72,90.0
United Kingdom,18044,BISCUIT TIN VINTAGE GREEN,4/4/2011,22843,548892,1,6.75,2,13.5
United Kingdom,17758,GREEN FERN JOURNAL,15-05-2011,20768,553199,1,2.55,1,2.55
United Kingdom,13533,VINTAGE SNAKES & LADDERS,17-03-2011,21912,546846,1,3.75,1,3.75
United Kingdom,17550,JAM MAKING SET WITH JARS,10/4/2011,22960,549570,1,4.25,1,4.25
United Kingdom,18245,SINGLE HEART ZINC T-LIGHT HOLDER,12/5/2011,84970L,552880,1,0.95,12,11.4
United Kingdom,17974,SET/20 RED RETROSPOT PAPER NAPKINS,4/5/2011,21080,551817,1,0.85,2,1.7
United Kingdom,12836,SPACEBOY BIRTHDAY CARD,25-07-2011,22029,561204,1,0.42,12,5.04
United Kingdom,16191,SET OF 20 KIDS COOKIE CUTTERS,7/1/2011,84375,540454,1,2.1,12,25.2
United Kingdom,14583,SET 20 NAPKINS FAIRY CAKES DESIGN,18-05-2011,22851,553657,1,0.85,2,1.7
United Kingdom,12939,PINK POLKADOT BOWL,14-02-2011,20677,543829,1,1.06,72,76.32
United Kingdom,17472,FAIRY SOAP SOAP HOLDER,13-02-2011,84849B,543812,1,1.69,1,1.69
United Kingdom,15145,WOODEN CROQUET GARDEN SET,5/4/2011,22605,549017,1,14.95,1,14.95
United Kingdom,12748,BISCUIT TIN VINTAGE RED,27-02-2011,22842,545062,1,6.75,1,6.75
United Kingdom,16607,PINK BABY BUNTING,16-05-2011,22668,553221,1,2.95,15,44.25
